best solution;score_production;score_habitaion;score_compacity;seed;gen_length;gen_nbr;weight_production;weight_habitation;weight_compacity;prdouction_pref;habitation_pref;compacity_pref
[(33, 28), (29, 56), (31, 55), (33, 27), (31, 56), (32, 53), (29, 55), (32, 27), (32, 55), (33, 36), (27, 57), (28, 55), (28, 56)];76;47.1675622232942;12.764705882352942;1;2000;2000;1;0;0;(2, 15);(0.5, 6);(0.1, 10)
