best solution;score_production;score_habitaion;score_compacity;seed;gen_length;gen_nbr;weight_production;weight_habitation;weight_compacity;prdouction_pref;habitation_pref;compacity_pref
[(29, 57), (29, 56), (29, 55), (25, 57), (26, 57), (31, 55), (25, 56), (27, 57), (28, 56), (28, 57), (31, 56), (28, 55)];72;46.81229162448563;0.84;553245;2000;2000;0.7;0.3;0.5;(2, 15);(0.5, 6);(0.1, 10)
