best solution;score_production;score_habitaion;score_compacity;seed;gen_length;gen_nbr;weight_production;weight_habitation;weight_compacity;prdouction_pref;habitation_pref;compacity_pref
[(22, 34), (24, 33), (21, 35), (16, 37), (28, 56), (20, 33), (19, 36), (28, 55), (20, 43), (31, 55), (22, 37), (19, 35), (33, 36), (16, 38)];66;46.11870452098286;61.714285714285715;1;2000;2000;0;1;0;(2, 15);(0.5, 6);(0.1, 10)
